INSERT INTO BES.Student VALUES(1,'StudentName-1','StudentDescription-1');
INSERT INTO BES.Student VALUES(7727,'StudentName-7727','StudentDescription-7727');
INSERT INTO BES.Student VALUES(7728,'StudentName-7728','StudentDescription-7728');
INSERT INTO BES.Student VALUES(7729,'StudentName-7729','StudentDescription-7729');
INSERT INTO BES.Student VALUES(7730,'StudentName-7730','StudentDescription-7730');
INSERT INTO BES.Student VALUES(7731,'StudentName-7731','StudentDescription-7731');
INSERT INTO BES.Student VALUES(7732,'StudentName-7732','StudentDescription-7732');
INSERT INTO BES.Student VALUES(7733,'StudentName-7733','StudentDescription-7733');
INSERT INTO BES.Student VALUES(7734,'StudentName-7734','StudentDescription-7734');
INSERT INTO BES.Student VALUES(7735,'StudentName-7735','StudentDescription-7735');
INSERT INTO BES.Student VALUES(7736,'StudentName-7736','StudentDescription-7736');
INSERT INTO BES.Student VALUES(7737,'StudentName-7737','StudentDescription-7737');
INSERT INTO BES.Student VALUES(7738,'StudentName-7738','StudentDescription-7738');
INSERT INTO BES.Student VALUES(7739,'StudentName-7739','StudentDescription-7739');
INSERT INTO BES.Student VALUES(7740,'StudentName-7740','StudentDescription-7740');
INSERT INTO BES.Student VALUES(7741,'StudentName-7741','StudentDescription-7741');
INSERT INTO BES.Student VALUES(7742,'StudentName-7742','StudentDescription-7742');
INSERT INTO BES.Student VALUES(7743,'StudentName-7743','StudentDescription-7743');
INSERT INTO BES.Student VALUES(7744,'StudentName-7744','StudentDescription-7744');
INSERT INTO BES.Student VALUES(7745,'StudentName-7745','StudentDescription-7745');
INSERT INTO BES.Student VALUES(7746,'StudentName-7746','StudentDescription-7746');
INSERT INTO BES.Student VALUES(7747,'StudentName-7747','StudentDescription-7747');
INSERT INTO BES.Student VALUES(7748,'StudentName-7748','StudentDescription-7748');
INSERT INTO BES.Student VALUES(7749,'StudentName-7749','StudentDescription-7749');
INSERT INTO BES.Student VALUES(7750,'StudentName-7750','StudentDescription-7750');
INSERT INTO BES.Student VALUES(7751,'StudentName-7751','StudentDescription-7751');
INSERT INTO BES.Student VALUES(7752,'StudentName-7752','StudentDescription-7752');
INSERT INTO BES.Student VALUES(7753,'StudentName-7753','StudentDescription-7753');
INSERT INTO BES.Student VALUES(7754,'StudentName-7754','StudentDescription-7754');
INSERT INTO BES.Student VALUES(7755,'StudentName-7755','StudentDescription-7755');
INSERT INTO BES.Student VALUES(7756,'StudentName-7756','StudentDescription-7756');
INSERT INTO BES.Student VALUES(7757,'StudentName-7757','StudentDescription-7757');
INSERT INTO BES.Student VALUES(7758,'StudentName-7758','StudentDescription-7758');
INSERT INTO BES.Student VALUES(7759,'StudentName-7759','StudentDescription-7759');
INSERT INTO BES.Student VALUES(7760,'StudentName-7760','StudentDescription-7760');
INSERT INTO BES.Student VALUES(7761,'StudentName-7761','StudentDescription-7761');
INSERT INTO BES.Student VALUES(7762,'StudentName-7762','StudentDescription-7762');
INSERT INTO BES.Student VALUES(7763,'StudentName-7763','StudentDescription-7763');
INSERT INTO BES.Student VALUES(7764,'StudentName-7764','StudentDescription-7764');
INSERT INTO BES.Student VALUES(7765,'StudentName-7765','StudentDescription-7765');
INSERT INTO BES.Student VALUES(7766,'StudentName-7766','StudentDescription-7766');
INSERT INTO BES.Student VALUES(7767,'StudentName-7767','StudentDescription-7767');
INSERT INTO BES.Student VALUES(7768,'StudentName-7768','StudentDescription-7768');
INSERT INTO BES.Student VALUES(7769,'StudentName-7769','StudentDescription-7769');
INSERT INTO BES.Student VALUES(7770,'StudentName-7770','StudentDescription-7770');
INSERT INTO BES.Student VALUES(7771,'StudentName-7771','StudentDescription-7771');
INSERT INTO BES.Student VALUES(7772,'StudentName-7772','StudentDescription-7772');
INSERT INTO BES.Student VALUES(7773,'StudentName-7773','StudentDescription-7773');
INSERT INTO BES.Student VALUES(7774,'StudentName-7774','StudentDescription-7774');
INSERT INTO BES.Student VALUES(7775,'StudentName-7775','StudentDescription-7775');
INSERT INTO BES.Student VALUES(7776,'StudentName-7776','StudentDescription-7776');
INSERT INTO BES.Student VALUES(7777,'StudentName-7777','StudentDescription-7777');
INSERT INTO BES.Student VALUES(7778,'StudentName-7778','StudentDescription-7778');
INSERT INTO BES.Student VALUES(7779,'StudentName-7779','StudentDescription-7779');
INSERT INTO BES.Student VALUES(7780,'StudentName-7780','StudentDescription-7780');
INSERT INTO BES.Student VALUES(7781,'StudentName-7781','StudentDescription-7781');
INSERT INTO BES.Student VALUES(7782,'StudentName-7782','StudentDescription-7782');
INSERT INTO BES.Student VALUES(7783,'StudentName-7783','StudentDescription-7783');
INSERT INTO BES.Student VALUES(7784,'StudentName-7784','StudentDescription-7784');
INSERT INTO BES.Student VALUES(7785,'StudentName-7785','StudentDescription-7785');
INSERT INTO BES.Student VALUES(7786,'StudentName-7786','StudentDescription-7786');
INSERT INTO BES.Student VALUES(7787,'StudentName-7787','StudentDescription-7787');
INSERT INTO BES.Student VALUES(7788,'StudentName-7788','StudentDescription-7788');
INSERT INTO BES.Student VALUES(7789,'StudentName-7789','StudentDescription-7789');
INSERT INTO BES.Student VALUES(7790,'StudentName-7790','StudentDescription-7790');
INSERT INTO BES.Student VALUES(7791,'StudentName-7791','StudentDescription-7791');
INSERT INTO BES.Student VALUES(7792,'StudentName-7792','StudentDescription-7792');
INSERT INTO BES.Student VALUES(7793,'StudentName-7793','StudentDescription-7793');
INSERT INTO BES.Student VALUES(7794,'StudentName-7794','StudentDescription-7794');
INSERT INTO BES.Student VALUES(7795,'StudentName-7795','StudentDescription-7795');
INSERT INTO BES.Student VALUES(7796,'StudentName-7796','StudentDescription-7796');
INSERT INTO BES.Student VALUES(7797,'StudentName-7797','StudentDescription-7797');
INSERT INTO BES.Student VALUES(7798,'StudentName-7798','StudentDescription-7798');
INSERT INTO BES.Student VALUES(7799,'StudentName-7799','StudentDescription-7799');
INSERT INTO BES.Student VALUES(7800,'StudentName-7800','StudentDescription-7800');
INSERT INTO BES.Student VALUES(7801,'StudentName-7801','StudentDescription-7801');
INSERT INTO BES.Student VALUES(7802,'StudentName-7802','StudentDescription-7802');
INSERT INTO BES.Student VALUES(7803,'StudentName-7803','StudentDescription-7803');
INSERT INTO BES.Student VALUES(7804,'StudentName-7804','StudentDescription-7804');
INSERT INTO BES.Student VALUES(7805,'StudentName-7805','StudentDescription-7805');
INSERT INTO BES.Student VALUES(7806,'StudentName-7806','StudentDescription-7806');
INSERT INTO BES.Student VALUES(7807,'StudentName-7807','StudentDescription-7807');
INSERT INTO BES.Student VALUES(7808,'StudentName-7808','StudentDescription-7808');
INSERT INTO BES.Student VALUES(7809,'StudentName-7809','StudentDescription-7809');
INSERT INTO BES.Student VALUES(7810,'StudentName-7810','StudentDescription-7810');
INSERT INTO BES.Student VALUES(7811,'StudentName-7811','StudentDescription-7811');
INSERT INTO BES.Student VALUES(7812,'StudentName-7812','StudentDescription-7812');
INSERT INTO BES.Student VALUES(7813,'StudentName-7813','StudentDescription-7813');
INSERT INTO BES.Student VALUES(7814,'StudentName-7814','StudentDescription-7814');
INSERT INTO BES.Student VALUES(7815,'StudentName-7815','StudentDescription-7815');
INSERT INTO BES.Student VALUES(7816,'StudentName-7816','StudentDescription-7816');
INSERT INTO BES.Student VALUES(7817,'StudentName-7817','StudentDescription-7817');
INSERT INTO BES.Student VALUES(7818,'StudentName-7818','StudentDescription-7818');
INSERT INTO BES.Student VALUES(7819,'StudentName-7819','StudentDescription-7819');
INSERT INTO BES.Student VALUES(7820,'StudentName-7820','StudentDescription-7820');
INSERT INTO BES.Student VALUES(7821,'StudentName-7821','StudentDescription-7821');
INSERT INTO BES.Student VALUES(7822,'StudentName-7822','StudentDescription-7822');
INSERT INTO BES.Student VALUES(7823,'StudentName-7823','StudentDescription-7823');
INSERT INTO BES.Student VALUES(7824,'StudentName-7824','StudentDescription-7824');
INSERT INTO BES.Student VALUES(7825,'StudentName-7825','StudentDescription-7825');
INSERT INTO BES.Student VALUES(7826,'StudentName-7826','StudentDescription-7826');
INSERT INTO BES.Student VALUES(7827,'StudentName-7827','StudentDescription-7827');
INSERT INTO BES.Student VALUES(7828,'StudentName-7828','StudentDescription-7828');
INSERT INTO BES.Student VALUES(7829,'StudentName-7829','StudentDescription-7829');
INSERT INTO BES.Student VALUES(7830,'StudentName-7830','StudentDescription-7830');
INSERT INTO BES.Student VALUES(7831,'StudentName-7831','StudentDescription-7831');
INSERT INTO BES.Student VALUES(7832,'StudentName-7832','StudentDescription-7832');
INSERT INTO BES.Student VALUES(7833,'StudentName-7833','StudentDescription-7833');
INSERT INTO BES.Student VALUES(7834,'StudentName-7834','StudentDescription-7834');
INSERT INTO BES.Student VALUES(7835,'StudentName-7835','StudentDescription-7835');
INSERT INTO BES.Student VALUES(7836,'StudentName-7836','StudentDescription-7836');
INSERT INTO BES.Student VALUES(7837,'StudentName-7837','StudentDescription-7837');
INSERT INTO BES.Student VALUES(7838,'StudentName-7838','StudentDescription-7838');
INSERT INTO BES.Student VALUES(7839,'StudentName-7839','StudentDescription-7839');
INSERT INTO BES.Student VALUES(7840,'StudentName-7840','StudentDescription-7840');
INSERT INTO BES.Student VALUES(7841,'StudentName-7841','StudentDescription-7841');
INSERT INTO BES.Student VALUES(7842,'StudentName-7842','StudentDescription-7842');
INSERT INTO BES.Student VALUES(7843,'StudentName-7843','StudentDescription-7843');
INSERT INTO BES.Student VALUES(7844,'StudentName-7844','StudentDescription-7844');
INSERT INTO BES.Student VALUES(7845,'StudentName-7845','StudentDescription-7845');
INSERT INTO BES.Student VALUES(7846,'StudentName-7846','StudentDescription-7846');
INSERT INTO BES.Student VALUES(7847,'StudentName-7847','StudentDescription-7847');
INSERT INTO BES.Student VALUES(7848,'StudentName-7848','StudentDescription-7848');
INSERT INTO BES.Student VALUES(7849,'StudentName-7849','StudentDescription-7849');
INSERT INTO BES.Student VALUES(7850,'StudentName-7850','StudentDescription-7850');
INSERT INTO BES.Student VALUES(7851,'StudentName-7851','StudentDescription-7851');
INSERT INTO BES.Student VALUES(7852,'StudentName-7852','StudentDescription-7852');
INSERT INTO BES.Student VALUES(7853,'StudentName-7853','StudentDescription-7853');
INSERT INTO BES.Student VALUES(7854,'StudentName-7854','StudentDescription-7854');
INSERT INTO BES.Student VALUES(7855,'StudentName-7855','StudentDescription-7855');
INSERT INTO BES.Student VALUES(7856,'StudentName-7856','StudentDescription-7856');
INSERT INTO BES.Student VALUES(7857,'StudentName-7857','StudentDescription-7857');
INSERT INTO BES.Student VALUES(7858,'StudentName-7858','StudentDescription-7858');
INSERT INTO BES.Student VALUES(7859,'StudentName-7859','StudentDescription-7859');
INSERT INTO BES.Student VALUES(7860,'StudentName-7860','StudentDescription-7860');
INSERT INTO BES.Student VALUES(7861,'StudentName-7861','StudentDescription-7861');
INSERT INTO BES.Student VALUES(7862,'StudentName-7862','StudentDescription-7862');
INSERT INTO BES.Student VALUES(7863,'StudentName-7863','StudentDescription-7863');
INSERT INTO BES.Student VALUES(7864,'StudentName-7864','StudentDescription-7864');
INSERT INTO BES.Student VALUES(7865,'StudentName-7865','StudentDescription-7865');
INSERT INTO BES.Student VALUES(7866,'StudentName-7866','StudentDescription-7866');
INSERT INTO BES.Student VALUES(7867,'StudentName-7867','StudentDescription-7867');
INSERT INTO BES.Student VALUES(7868,'StudentName-7868','StudentDescription-7868');
INSERT INTO BES.Student VALUES(7869,'StudentName-7869','StudentDescription-7869');
INSERT INTO BES.Student VALUES(7870,'StudentName-7870','StudentDescription-7870');
INSERT INTO BES.Student VALUES(7871,'StudentName-7871','StudentDescription-7871');
INSERT INTO BES.Student VALUES(7872,'StudentName-7872','StudentDescription-7872');
INSERT INTO BES.Student VALUES(7873,'StudentName-7873','StudentDescription-7873');
INSERT INTO BES.Student VALUES(7874,'StudentName-7874','StudentDescription-7874');
INSERT INTO BES.Student VALUES(7875,'StudentName-7875','StudentDescription-7875');
INSERT INTO BES.Student VALUES(7876,'StudentName-7876','StudentDescription-7876');
INSERT INTO BES.Student VALUES(7877,'StudentName-7877','StudentDescription-7877');
INSERT INTO BES.Student VALUES(7878,'StudentName-7878','StudentDescription-7878');
INSERT INTO BES.Student VALUES(7879,'StudentName-7879','StudentDescription-7879');
INSERT INTO BES.Student VALUES(7880,'StudentName-7880','StudentDescription-7880');
INSERT INTO BES.Student VALUES(7881,'StudentName-7881','StudentDescription-7881');
INSERT INTO BES.Student VALUES(7882,'StudentName-7882','StudentDescription-7882');
INSERT INTO BES.Student VALUES(7883,'StudentName-7883','StudentDescription-7883');
INSERT INTO BES.Student VALUES(7884,'StudentName-7884','StudentDescription-7884');
INSERT INTO BES.Student VALUES(7885,'StudentName-7885','StudentDescription-7885');
INSERT INTO BES.Student VALUES(7886,'StudentName-7886','StudentDescription-7886');
INSERT INTO BES.Student VALUES(7887,'StudentName-7887','StudentDescription-7887');
INSERT INTO BES.Student VALUES(7888,'StudentName-7888','StudentDescription-7888');
INSERT INTO BES.Student VALUES(7889,'StudentName-7889','StudentDescription-7889');
INSERT INTO BES.Student VALUES(7890,'StudentName-7890','StudentDescription-7890');
INSERT INTO BES.Student VALUES(7891,'StudentName-7891','StudentDescription-7891');
INSERT INTO BES.Student VALUES(7892,'StudentName-7892','StudentDescription-7892');
INSERT INTO BES.Student VALUES(7893,'StudentName-7893','StudentDescription-7893');
INSERT INTO BES.Student VALUES(7894,'StudentName-7894','StudentDescription-7894');
INSERT INTO BES.Student VALUES(7895,'StudentName-7895','StudentDescription-7895');
INSERT INTO BES.Student VALUES(7896,'StudentName-7896','StudentDescription-7896');
INSERT INTO BES.Student VALUES(7897,'StudentName-7897','StudentDescription-7897');
INSERT INTO BES.Student VALUES(7898,'StudentName-7898','StudentDescription-7898');
INSERT INTO BES.Student VALUES(7899,'StudentName-7899','StudentDescription-7899');
INSERT INTO BES.Student VALUES(7900,'StudentName-7900','StudentDescription-7900');
INSERT INTO BES.Student VALUES(7901,'StudentName-7901','StudentDescription-7901');
INSERT INTO BES.Student VALUES(7902,'StudentName-7902','StudentDescription-7902');
INSERT INTO BES.Student VALUES(7903,'StudentName-7903','StudentDescription-7903');
INSERT INTO BES.Student VALUES(7904,'StudentName-7904','StudentDescription-7904');
INSERT INTO BES.Student VALUES(7905,'StudentName-7905','StudentDescription-7905');
INSERT INTO BES.Student VALUES(7906,'StudentName-7906','StudentDescription-7906');
INSERT INTO BES.Student VALUES(7907,'StudentName-7907','StudentDescription-7907');
INSERT INTO BES.Student VALUES(7908,'StudentName-7908','StudentDescription-7908');
INSERT INTO BES.Student VALUES(7909,'StudentName-7909','StudentDescription-7909');
INSERT INTO BES.Student VALUES(7910,'StudentName-7910','StudentDescription-7910');
INSERT INTO BES.Student VALUES(7911,'StudentName-7911','StudentDescription-7911');
INSERT INTO BES.Student VALUES(7912,'StudentName-7912','StudentDescription-7912');
INSERT INTO BES.Student VALUES(7913,'StudentName-7913','StudentDescription-7913');
INSERT INTO BES.Student VALUES(7914,'StudentName-7914','StudentDescription-7914');
INSERT INTO BES.Student VALUES(7915,'StudentName-7915','StudentDescription-7915');
INSERT INTO BES.Student VALUES(7916,'StudentName-7916','StudentDescription-7916');
INSERT INTO BES.Student VALUES(7917,'StudentName-7917','StudentDescription-7917');
INSERT INTO BES.Student VALUES(7918,'StudentName-7918','StudentDescription-7918');
INSERT INTO BES.Student VALUES(7919,'StudentName-7919','StudentDescription-7919');
INSERT INTO BES.Student VALUES(7920,'StudentName-7920','StudentDescription-7920');
